Companies,Salaries,Ratings,Job_descriptions,Cities,States
"Eurofins Scientific, Inc. ",$59k-$90k(Glassdoor Est.),3.4,"Junior-Mid Data Analyst (SQL,R,Python)

Top provider in education information and analytics in Center City, Philadelphia is looking to bring on a junior-mid level Data Analyst to help analyze data correlating with students and learning growth. You will be being mentored by the lead data scientist and perform in projects that will result in writing custom SQL queries to analyze both batch and real time data.

Prided as a Philadelphia Premier Tech company, you will be part of an organization and team that is committed to investing in technology and expanding whats possible. All project information will be utilized for predictive analysis in relation to the future of students country wide.

Required Skills & Experience
Bachelors Degree in Computer Science or related field (or equivalent experience)
2+ years professional scripting experience in Python, SQL or R
Experience writing custom SQL queries
Having worked in a team environment before is a plus
Strong written and communication skills
What You Will Be Doing

Tech Breakdown
90% Hands On
10% Team Collaboration
The Offer
Competitive Salary: Up to $80K/year, DOE
You will receive the following benefits:
Full Dental, Health, Vision Benefits Package
Medical Insurance & Health Savings Account (HSA)
401(k) Match
Paid Sick Time Leave
Commuter Benefits Package
Work From Home Opportunities
Stock Incentives and Annual Bonuses
Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in todays highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.", Philadelphia, PA
Pharmaceutical Product Development ,$78k-$106k(Glassdoor Est.),3.5,"Junior-Mid Data Analyst (SQL,R,Python)

Top provider in education information and analytics in Center City, Philadelphia is looking to bring on a junior-mid level Data Analyst to help analyze data correlating with students and learning growth. You will be being mentored by the lead data scientist and perform in projects that will result in writing custom SQL queries to analyze both batch and real time data.

Prided as a Philadelphia Premier Tech company, you will be part of an organization and team that is committed to investing in technology and expanding whats possible. All project information will be utilized for predictive analysis in relation to the future of students country wide.

Required Skills & Experience
Bachelors Degree in Computer Science or related field (or equivalent experience)
2+ years professional scripting experience in Python, SQL or R
Experience writing custom SQL queries
Having worked in a team environment before is a plus
Strong written and communication skills
What You Will Be Doing

Tech Breakdown
90% Hands On
10% Team Collaboration
The Offer
Competitive Salary: Up to $80K/year, DOE
You will receive the following benefits:
Full Dental, Health, Vision Benefits Package
Medical Insurance & Health Savings Account (HSA)
401(k) Match
Paid Sick Time Leave
Commuter Benefits Package
Work From Home Opportunities
Stock Incentives and Annual Bonuses
Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in todays highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.", Philadelphia, PA
ECC Horizon ,$43k-$67k(Glassdoor Est.),2.5,"Junior-Mid Data Analyst (SQL,R,Python)

Top provider in education information and analytics in Center City, Philadelphia is looking to bring on a junior-mid level Data Analyst to help analyze data correlating with students and learning growth. You will be being mentored by the lead data scientist and perform in projects that will result in writing custom SQL queries to analyze both batch and real time data.

Prided as a Philadelphia Premier Tech company, you will be part of an organization and team that is committed to investing in technology and expanding whats possible. All project information will be utilized for predictive analysis in relation to the future of students country wide.

Required Skills & Experience
Bachelors Degree in Computer Science or related field (or equivalent experience)
2+ years professional scripting experience in Python, SQL or R
Experience writing custom SQL queries
Having worked in a team environment before is a plus
Strong written and communication skills
What You Will Be Doing

Tech Breakdown
90% Hands On
10% Team Collaboration
The Offer
Competitive Salary: Up to $80K/year, DOE
You will receive the following benefits:
Full Dental, Health, Vision Benefits Package
Medical Insurance & Health Savings Account (HSA)
401(k) Match
Paid Sick Time Leave
Commuter Benefits Package
Work From Home Opportunities
Stock Incentives and Annual Bonuses
Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in todays highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.", Mount Laurel, NJ
Comcast ,$63k-$103k(Glassdoor Est.),3.5,"Junior-Mid Data Analyst (SQL,R,Python)

Top provider in education information and analytics in Center City, Philadelphia is looking to bring on a junior-mid level Data Analyst to help analyze data correlating with students and learning growth. You will be being mentored by the lead data scientist and perform in projects that will result in writing custom SQL queries to analyze both batch and real time data.

Prided as a Philadelphia Premier Tech company, you will be part of an organization and team that is committed to investing in technology and expanding whats possible. All project information will be utilized for predictive analysis in relation to the future of students country wide.

Required Skills & Experience
Bachelors Degree in Computer Science or related field (or equivalent experience)
2+ years professional scripting experience in Python, SQL or R
Experience writing custom SQL queries
Having worked in a team environment before is a plus
Strong written and communication skills
What You Will Be Doing

Tech Breakdown
90% Hands On
10% Team Collaboration
The Offer
Competitive Salary: Up to $80K/year, DOE
You will receive the following benefits:
Full Dental, Health, Vision Benefits Package
Medical Insurance & Health Savings Account (HSA)
401(k) Match
Paid Sick Time Leave
Commuter Benefits Package
Work From Home Opportunities
Stock Incentives and Annual Bonuses
Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in todays highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.", Philadelphia, PA
WuXi AppTec ,$46k-$63k(Glassdoor Est.),3.6,"Junior-Mid Data Analyst (SQL,R,Python)

Top provider in education information and analytics in Center City, Philadelphia is looking to bring on a junior-mid level Data Analyst to help analyze data correlating with students and learning growth. You will be being mentored by the lead data scientist and perform in projects that will result in writing custom SQL queries to analyze both batch and real time data.

Prided as a Philadelphia Premier Tech company, you will be part of an organization and team that is committed to investing in technology and expanding whats possible. All project information will be utilized for predictive analysis in relation to the future of students country wide.

Required Skills & Experience
Bachelors Degree in Computer Science or related field (or equivalent experience)
2+ years professional scripting experience in Python, SQL or R
Experience writing custom SQL queries
Having worked in a team environment before is a plus
Strong written and communication skills
What You Will Be Doing

Tech Breakdown
90% Hands On
10% Team Collaboration
The Offer
Competitive Salary: Up to $80K/year, DOE
You will receive the following benefits:
Full Dental, Health, Vision Benefits Package
Medical Insurance & Health Savings Account (HSA)
401(k) Match
Paid Sick Time Leave
Commuter Benefits Package
Work From Home Opportunities
Stock Incentives and Annual Bonuses
Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in todays highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.", Philadelphia, PA
Comcast ,$112k-$127k(Glassdoor Est.),4.0,"Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.
Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.
Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.
Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.
Desired Skills and Experience
As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.
Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.
Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**
Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis.", Philadelphia, PA
KPMG ,$103k-$164k(Glassdoor Est.),2.8,"Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.
Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.
Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.
Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.
Desired Skills and Experience
As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.
Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.
Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**
Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis.", Philadelphia, PA
Thorogood ,$79k-$95k(Glassdoor Est.),4.0,"Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.
Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.
Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.
Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.
Desired Skills and Experience
As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.
Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.
Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**
Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis.", Philadelphia, PA
OneMain Financial ,$87k-$129k(Glassdoor Est.),3.6,"Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.
Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.
Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.
Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.
Desired Skills and Experience
As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.
Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.
Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**
Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis.", Wilmington, DE
Thorogood ,$87k-$108k(Glassdoor Est.),4.5,"Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.
Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.
Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.
Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.
Desired Skills and Experience
As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.
Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.
Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**
Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis.", Philadelphia, PA
