Companies,Salaries,Ratings,Job_descriptions,Cities,States
ABS Group ,$146k-$203k(Glassdoor Est.),4.0,"We are seeking to fill the role of Quantitative Research Scientist as part of our Research team. The successful candidate will be an independent thinker with a track record of innovative problem solving in a theoretical and preferably computational discipline—industry experience in a quantitative position is not required.

What you’ll do:

We are interested in you if you are remarkably responsible, both on the individual level and as part of a team, and love to share, debate and communicate with other team members to find the best solutions to multifaceted problems.

What you’ll have:

We are interested in both soon-to-be/recent graduates and experienced professionals who possess the following:
B.S., M.S. or Ph.D. in a technical field such as math, physics, engineering or a similar field
Advanced knowledge in at least one of the following: Probability Theory and Statistics, Stochastic Processes, Time Series Analysis, Stochastic Calculus, PDEs, or any heavily theoretical area of math, physics or engineering.
Experience in scripting (Python, Perl, etc.) and C++ programming
Good verbal and written communication skills
Ability and desire to work both independently and as a part of a team
Bonus Points:
A C++ guru
Previous financial (preferred prop. trading) experience
What you’ll get:
The unique opportunity to work alongside talented and passionate experts who take pride in delivering results
Attractive compensation and bonus structure
Generous benefit plan structure including an option for fully paid health insurance premiums for individuals
Casual dress
Who we are:

Quantlab Financial, LLC is a dynamic, technology-driven firm supporting a large-scale quantitative trading operation across a wide range of global financial markets. Founded in 1998, Quantlab is an established presence and one of the pioneers in quantitative investment management with a track record of consistent profitability under varying market conditions.

Quantlab Financial supports a very successful proprietary trading organization (similar to a hedge fund, but no outside investors, so we are much more stable). We invest heavily in the latest technologies, seeking to optimize performance and minimize latency throughout our trading systems.

Why you should work with us:

Technology and Scientific Research are central to our business and key to our success. We are constantly pushing the boundaries of technology, from high performance computing (HPC) clusters attached to petabytes of storage, to ultra-low latency hardware (FPGA, RF, servers and switches), to highly optimized operating systems, and applications developed in-house. Quantlab attracts very talented and collaborative people who bring fresh and interdisciplinary solutions to trading. Our business casual environment has an entrepreneurial spirit that encourages creativity, agility, and continuous improvement.
To apply to this job, click Apply Now", Houston, TX
Diverse Lynx ,$91k-$138k(Glassdoor Est.),3.8,"We are seeking to fill the role of Quantitative Research Scientist as part of our Research team. The successful candidate will be an independent thinker with a track record of innovative problem solving in a theoretical and preferably computational discipline—industry experience in a quantitative position is not required.

What you’ll do:

We are interested in you if you are remarkably responsible, both on the individual level and as part of a team, and love to share, debate and communicate with other team members to find the best solutions to multifaceted problems.

What you’ll have:

We are interested in both soon-to-be/recent graduates and experienced professionals who possess the following:
B.S., M.S. or Ph.D. in a technical field such as math, physics, engineering or a similar field
Advanced knowledge in at least one of the following: Probability Theory and Statistics, Stochastic Processes, Time Series Analysis, Stochastic Calculus, PDEs, or any heavily theoretical area of math, physics or engineering.
Experience in scripting (Python, Perl, etc.) and C++ programming
Good verbal and written communication skills
Ability and desire to work both independently and as a part of a team
Bonus Points:
A C++ guru
Previous financial (preferred prop. trading) experience
What you’ll get:
The unique opportunity to work alongside talented and passionate experts who take pride in delivering results
Attractive compensation and bonus structure
Generous benefit plan structure including an option for fully paid health insurance premiums for individuals
Casual dress
Who we are:

Quantlab Financial, LLC is a dynamic, technology-driven firm supporting a large-scale quantitative trading operation across a wide range of global financial markets. Founded in 1998, Quantlab is an established presence and one of the pioneers in quantitative investment management with a track record of consistent profitability under varying market conditions.

Quantlab Financial supports a very successful proprietary trading organization (similar to a hedge fund, but no outside investors, so we are much more stable). We invest heavily in the latest technologies, seeking to optimize performance and minimize latency throughout our trading systems.

Why you should work with us:

Technology and Scientific Research are central to our business and key to our success. We are constantly pushing the boundaries of technology, from high performance computing (HPC) clusters attached to petabytes of storage, to ultra-low latency hardware (FPGA, RF, servers and switches), to highly optimized operating systems, and applications developed in-house. Quantlab attracts very talented and collaborative people who bring fresh and interdisciplinary solutions to trading. Our business casual environment has an entrepreneurial spirit that encourages creativity, agility, and continuous improvement.
To apply to this job, click Apply Now", Houston, TX
Wise Men Consultants ,$123k-$182k(Glassdoor Est.),3.7,"We are seeking to fill the role of Quantitative Research Scientist as part of our Research team. The successful candidate will be an independent thinker with a track record of innovative problem solving in a theoretical and preferably computational discipline—industry experience in a quantitative position is not required.

What you’ll do:

We are interested in you if you are remarkably responsible, both on the individual level and as part of a team, and love to share, debate and communicate with other team members to find the best solutions to multifaceted problems.

What you’ll have:

We are interested in both soon-to-be/recent graduates and experienced professionals who possess the following:
B.S., M.S. or Ph.D. in a technical field such as math, physics, engineering or a similar field
Advanced knowledge in at least one of the following: Probability Theory and Statistics, Stochastic Processes, Time Series Analysis, Stochastic Calculus, PDEs, or any heavily theoretical area of math, physics or engineering.
Experience in scripting (Python, Perl, etc.) and C++ programming
Good verbal and written communication skills
Ability and desire to work both independently and as a part of a team
Bonus Points:
A C++ guru
Previous financial (preferred prop. trading) experience
What you’ll get:
The unique opportunity to work alongside talented and passionate experts who take pride in delivering results
Attractive compensation and bonus structure
Generous benefit plan structure including an option for fully paid health insurance premiums for individuals
Casual dress
Who we are:

Quantlab Financial, LLC is a dynamic, technology-driven firm supporting a large-scale quantitative trading operation across a wide range of global financial markets. Founded in 1998, Quantlab is an established presence and one of the pioneers in quantitative investment management with a track record of consistent profitability under varying market conditions.

Quantlab Financial supports a very successful proprietary trading organization (similar to a hedge fund, but no outside investors, so we are much more stable). We invest heavily in the latest technologies, seeking to optimize performance and minimize latency throughout our trading systems.

Why you should work with us:

Technology and Scientific Research are central to our business and key to our success. We are constantly pushing the boundaries of technology, from high performance computing (HPC) clusters attached to petabytes of storage, to ultra-low latency hardware (FPGA, RF, servers and switches), to highly optimized operating systems, and applications developed in-house. Quantlab attracts very talented and collaborative people who bring fresh and interdisciplinary solutions to trading. Our business casual environment has an entrepreneurial spirit that encourages creativity, agility, and continuous improvement.
To apply to this job, click Apply Now", Houston, TX
HP Inc. ,$112k-$156k(Glassdoor Est.),3.4,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Shell ,$109k-$154k(Glassdoor Est.),3.8,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Enterprise Products Company ,$68k-$97k(Glassdoor Est.),4.5,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Macquarie Group ,$133k-$212k(Glassdoor Est.),3.4,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
ExxonMobil ,$77k-$117k(Glassdoor Est.),4.7,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Rice University ,$47k-$69k(Glassdoor Est.),4.1,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Oracle ,$99k-$143k(Glassdoor Est.),3.7,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Resource Informatics Group Inc ,$132k-$205k(Glassdoor Est.),3.2,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
MD Anderson Cancer Center ,$61k-$88k(Glassdoor Est.),4.1,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Wunderman ,$63k-$82k(Glassdoor Est.),4.1,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
Golder ,$46k-$69k(Glassdoor Est.),3.6,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
MD Anderson Cancer Center ,$51k-$73k(Glassdoor Est.),3.6,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
MD Anderson Cancer Center ,$51k-$73k(Glassdoor Est.),3.6,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
IBM ,$133k-$187k(Glassdoor Est.),2.7,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
IBM ,$111k-$157k(Glassdoor Est.),3.4,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
IBM ,$88k-$137k(Glassdoor Est.),4.3,"We are looking for a recent graduate to join the Quant Strategy team as a Quantitative Analyst focusing on Power and Gas trading.

Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.

Most critical to your success will be your interest and passion for designing innovative technology and quantitative methods to solve complex business problems. You will need, excellent communication skills and the ability to work autonomously. Knowledge of commodity markets would set you apart from other applicants.

Working on the trading floor, you will be responsible for providing expertise to traders, structurers, and marketers. Youll also work to develop and maintain out production quant-strat analysis platform and library, research and implement new valuation models, including real asset modelling and optimization, and integrate this into the front office platform. In addition, you will also industrialize and translate into production existing data analysis and pricing tools.

To be successful, you will have:
A top tier M.S./Ph.D. in a quantitative discipline (e.g. math, physics or engineering)
Strong programming skills, experience with Python, C++ and data science tools
Please apply now, for this outstanding opportunity to be a part of a global team, closely aligned with revenue generation.

Find out more about Macquarie careers at www.macquarie.com/careers

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
Apply Now: click Apply Now", Houston, TX
